t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
23320,barefoot,1085,1564,1851,66,97,26,20,22,1.005,-0.0074,0.0008,-0.001,0.048,0.252,11.953
23340,barefoot,509,1042,1987,164,210,36,5,11,1.0112,-0.0026,0.0118,0.0041,0.323,0.791,10.449
23360,barefoot,227,581,2092,317,405,89,18,20,1.0044,-0.0012,0.003,-0.0102,-0.428,-1.444,10.049
23380,barefoot,84,252,2021,578,689,162,14,15,0.983,-0.0128,-0.0183,0.0172,-0.296,-0.333,10.286
23400,barefoot,38,124,1943,978,1092,341,9,12,0.9819,-0.0336,-0.0069,0.0099,-0.018,-0.357,8.868
23420,barefoot,14,48,1714,1518,1449,566,15,17,0.9928,0.0027,-0.0101,-0.0106,0.445,-0.072,10.44
23440,barefoot,20,22,1375,1920,1828,830,17,18,0.9978,0.0327,-0.0358,0.0034,1.661,0.651,9.856
23460,barefoot,17,18,1179,2023,2125,1144,53,25,0.9928,0.0001,-0.0142,0.0264,0.977,-0.273,8.919
23480,barefoot,13,1,929,2492,2393,1496,112,17,1.0026,0.0266,0.0288,-0.0074,0.648,-1.114,10.584
23500,barefoot,15,11,684,2562,2361,1566,235,66,1.0022,-0.0161,-0.0103,0.0227,-0.036,-0.397,7.646
23520,barefoot,8,14,434,2697,2407,1807,482,116,0.9991,-0.0065,-0.0128,0.0001,-1.187,-0.458,9.604
23540,barefoot,12,14,267,2659,2374,1711,818,227,0.9874,-0.0133,0.0145,0.0135,-0.651,1.835,9.25
23560,barefoot,6,18,141,2490,2132,1711,1166,419,0.9923,-0.0145,-0.0051,-0.0,1.139,0.892,8.699
23580,barefoot,20,15,75,2326,1764,1601,1678,672,0.9885,0.0122,0.0117,-0.0036,0.54,0.995,9.281
23600,barefoot,8,13,43,1958,1385,1302,1896,981,0.9913,-0.0071,-0.0385,0.0308,-0.778,1.37,9.627
23620,barefoot,10,15,34,1537,1073,1070,2117,1234,0.9985,0.0012,-0.0455,-0.0168,0.01,0.216,10.46
23640,barefoot,7,12,22,1027,660,716,2291,1464,1.0092,-0.0301,0.0173,-0.0293,1.945,0.862,10.685
23660,barefoot,14,11,9,751,371,468,2206,1551,1.0056,-0.003,-0.0035,-0.019,0.808,0.632,10.342
23680,barefoot,21,14,17,390,197,259,2116,1590,1.0014,-0.0143,0.0422,0.0263,0.602,0.393,11.038
23700,barefoot,16,16,21,181,82,134,1827,1562,0.9872,-0.0041,0.044,-0.0269,1.712,-0.827,7.808
23720,barefoot,13,22,24,92,48,71,1421,1279,0.9943,0.0278,-0.0032,0.0105,0.23,1.587,8.382
23740,barefoot,15,17,4,53,22,41,999,1084,1.0001,-0.002,-0.0199,0.0178,-1.4,0.164,10.004
23760,barefoot,23,16,12,20,19,20,666,743,0.9931,0.004,-0.0032,-0.0089,-0.116,-0.033,8.771
23780,barefoot,10,12,15,15,8,20,378,470,0.9915,0.0057,0.0168,-0.0069,-0.293,0.721,9.718
23800,barefoot,12,10,11,16,21,12,11,13,1.0068,-0.0217,0.0387,-0.0012,0.865,0.413,10.343
23820,barefoot,13,8,11,11,13,14,10,15,1.0118,-0.0141,0.0347,-0.0282,-0.213,1.054,11.245
23840,barefoot,17,12,6,6,13,12,9,15,0.991,0.0188,0.0122,0.0014,-0.259,-0.43,10.442
23860,barefoot,12,18,12,12,1,17,11,6,1.0118,0.0134,0.008,-0.0196,0.005,-1.747,10.299
23880,barefoot,13,18,16,12,10,13,10,9,0.9997,0.0059,0.0163,-0.0017,-0.77,-1.157,10.148
23900,barefoot,15,14,13,18,19,12,12,26,0.9817,-0.0055,-0.0199,0.0224,-1.074,-0.015,9.076
23920,barefoot,18,8,21,8,9,17,8,11,1.0098,-0.005,0.0172,-0.0038,-1.774,0.414,9.378
23940,barefoot,20,15,12,11,10,11,14,17,1.0154,-0.0172,0.0016,0.0113,0.726,1.511,8.647
23960,barefoot,10,15,18,16,12,16,15,20,0.9984,0.0367,-0.0093,0.0285,0.112,-0.445,9.771
23980,barefoot,11,13,15,13,21,17,16,20,1.001,-0.0033,-0.0109,-0.0037,-0.231,0.112,9.996
24000,barefoot,11,19,10,10,13,18,11,12,1.0019,0.0293,-0.0293,0.0183,0.601,-0.711,8.853
24020,barefoot,16,20,17,9,15,9,14,11,1.0065,0.0013,-0.0111,0.0026,0.481,0.482,10.405
24040,barefoot,14,21,16,21,27,15,11,25,0.9873,-0.031,0.0011,-0.001,-2.6,1.011,9.063
24060,barefoot,17,17,12,11,11,17,13,15,0.991,0.0189,-0.0102,-0.0079,-0.364,0.932,11.25
24080,barefoot,18,25,4,11,21,15,14,16,1.0043,-0.0505,-0.0216,0.0263,-2.329,-0.497,9.82
24100,barefoot,7,14,25,12,8,16,18,11,0.9996,-0.0252,-0.0078,-0.0218,2.006,-0.801,9.106
24120,barefoot,17,14,20,7,10,23,25,15,1.0149,-0.0279,-0.013,0.0254,-1.288,-0.761,10.497
24140,barefoot,12,14,16,12,19,18,10,10,1.0129,-0.0376,-0.0051,-0.0121,1.58,0.232,11.12
24160,barefoot,16,8,20,13,14,20,17,18,1.0052,-0.001,-0.0472,0.0216,-0.822,-1.331,9.997
24180,barefoot,14,15,5,12,11,12,11,8,0.9939,-0.0036,0.0155,0.0145,-0.573,1.247,9.778
24200,barefoot,12,17,17,14,14,24,16,14,0.9952,0.0281,-0.0014,-0.0004,-1.18,0.817,8.877
24220,barefoot,3145,2356,49,11,13,10,14,19,0.9831,-0.0083,-0.0099,-0.0134,-2.268,0.816,8.882
24240,barefoot,3399,2624,85,17,9,10,20,19,1.0131,-0.0046,-0.0167,0.0243,1.62,-0.346,8.501
24260,barefoot,3476,2991,156,17,26,20,19,6,0.9796,-0.0053,0.0003,-0.0031,-1.959,0.384,9.555
24280,barefoot,3540,3025,265,22,12,19,24,18,0.9793,-0.0228,0.0199,-0.0194,-0.468,1.449,11.452
24300,barefoot,3441,3044,454,2,18,18,15,24,1.0097,-0.0168,-0.0005,-0.0137,-0.618,0.229,9.56
24320,barefoot,3386,3022,682,13,10,12,8,12,0.9894,-0.0395,-0.0299,-0.0377,-0.093,0.813,8.397
24340,barefoot,3204,3002,915,18,18,12,15,13,0.9918,0.0181,-0.0286,-0.0052,1.455,0.412,10.049
24360,barefoot,2905,2716,1201,12,16,8,15,26,1.0082,-0.0276,0.0153,-0.0159,-2.13,1.511,9.796
24380,barefoot,2387,2283,1474,15,39,18,14,15,0.9987,-0.0032,0.0041,-0.0156,0.1,-0.173,10.743
24400,barefoot,1772,2008,1609,36,42,15,11,4,1.0152,-0.0186,0.0195,0.0211,-0.789,-2.045,10.309
24420,barefoot,1099,1452,1809,76,97,23,18,17,0.9907,0.0095,-0.001,-0.0098,0.292,0.45,8.251
24440,barefoot,520,996,1972,176,217,40,6,28,0.9929,0.0207,0.0163,0.0007,-0.199,-0.295,9.964
24460,barefoot,230,579,1952,324,388,75,20,25,0.9905,-0.017,-0.0214,0.0088,-0.859,-1.13,9.915
24480,barefoot,87,257,1952,619,710,172,23,8,1.0009,0.0304,-0.0501,0.0155,1.534,-0.412,8.989
24500,barefoot,43,124,1892,1015,1107,318,2,14,1.0084,0.0091,-0.0046,0.0306,0.154,-0.634,10.943
24520,barefoot,15,54,1649,1396,1484,578,16,13,1.0087,-0.0084,0.0591,0.0335,-0.309,0.312,9.842
24540,barefoot,8,35,1467,1899,1884,862,34,18,1.0212,-0.0026,0.0031,0.0125,-0.138,0.477,9.294
24560,barefoot,12,19,1256,2178,2112,1131,51,15,1.0142,0.0085,0.0075,-0.0054,-0.47,-0.781,9.635
24580,barefoot,9,13,916,2463,2321,1433,96,27,0.9936,0.0368,0.0076,-0.027,0.59,-0.766,10.441
24600,barefoot,13,9,615,2565,2363,1636,218,52,0.9962,-0.0144,0.0109,-0.0132,0.193,0.917,10.895
24620,barefoot,15,13,443,2603,2327,1826,463,96,1.0064,-0.0391,-0.012,-0.026,-0.388,-0.857,10.252
24640,barefoot,8,20,254,2719,2314,1775,788,212,1.0126,-0.019,0.0033,-0.0332,-0.677,0.681,9.828
24660,barefoot,12,19,139,2524,2100,1699,1238,381,1.0069,0.0009,-0.0144,-0.0256,-2.342,-0.213,10.296
24680,barefoot,19,11,74,2249,1852,1641,1559,697,1.0071,-0.013,-0.0093,-0.0194,-1.236,-0.777,8.899
24700,barefoot,10,15,42,2053,1348,1330,1957,971,1.0174,-0.0248,-0.0226,0.0335,0.178,0.26,9.656
24720,barefoot,24,9,28,1551,1061,1106,2120,1286,0.9973,-0.0298,-0.0077,0.0023,0.177,-0.201,9.356
24740,barefoot,13,11,24,1071,674,766,2269,1423,0.9999,0.0173,0.035,-0.0091,-0.859,-2.243,9.384
24760,barefoot,9,9,18,687,370,439,2274,1576,1.0131,0.0003,-0.0042,0.0006,1.849,-0.002,11.672
24780,barefoot,23,5,17,421,187,237,2071,1703,0.9868,0.0047,0.0066,-0.0357,1.239,-1.116,10.47
24800,barefoot,9,8,16,194,89,143,1780,1533,0.9853,-0.0103,0.0049,-0.0167,-0.784,-0.831,9.803
24820,barefoot,18,8,17,95,45,53,1521,1349,0.995,0.0003,0.0109,0.0097,1.012,-2.32,8.064
24840,barefoot,20,9,14,43,37,34,1051,1053,1.0008,-0.0731,0.0233,0.0032,-1.402,1.09,10.666
24860,barefoot,20,17,9,24,14,19,635,781,1.0011,0.0106,-0.0364,-0.0254,0.517,0.113,9.898
24880,barefoot,13,13,14,17,21,19,351,473,1.0188,0.004,0.0125,0.0224,-0.142,-0.656,9.262
24900,barefoot,7,10,11,16,20,14,19,16,1.0041,0.0448,0.0123,0.026,-2.102,0.454,9.281
24920,barefoot,18,17,16,16,17,12,3,13,0.9787,-0.0027,0.0056,0.0147,1.442,0.075,10.056
24940,barefoot,14,14,14,7,27,16,3,10,1.0161,0.0475,0.01,0.0031,-2.122,-0.253,8.0
24960,barefoot,7,6,12,17,13,11,15,3,1.0139,0.0117,0.0131,0.003,0.422,-0.682,8.76
24980,barefoot,15,18,5,5,18,16,18,17,1.0129,-0.0166,-0.027,-0.0021,-0.16,-0.156,10.294
25000,barefoot,9,13,23,28,15,12,13,18,1.0096,-0.0198,-0.0105,0.018,1.185,0.279,9.266
25020,barefoot,15,14,0,10,15,18,7,13,0.9855,-0.0199,0.0096,-0.0415,1.116,0.698,9.185
25040,barefoot,13,13,9,18,11,16,15,14,0.9834,0.0242,-0.0267,-0.0209,0.296,-0.282,8.946
25060,barefoot,18,11,17,11,18,13,17,15,1.0203,0.014,0.001,-0.0182,-3.652,0.029,11.124
25080,barefoot,16,15,13,3,15,14,16,18,1.0154,-0.0032,-0.0493,0.0012,-1.339,0.49,9.154
25100,barefoot,9,13,14,15,24,11,14,17,0.988,0.0188,0.0145,-0.0262,3.054,0.727,9.933
25120,barefoot,19,6,15,9,12,11,22,16,1.0018,-0.0053,-0.0103,-0.0131,0.889,0.404,10.466
25140,barefoot,18,18,17,15,9,16,20,15,0.996,-0.005,0.0169,-0.0077,-1.081,-0.34,9.348
25160,barefoot,26,16,6,17,14,17,14,14,1.0166,-0.0069,0.0038,0.0139,1.431,0.216,9.085
25180,barefoot,17,6,9,20,16,10,13,12,0.9791,-0.0322,0.0004,0.0138,1.605,0.004,11.776
25200,barefoot,15,14,17,17,18,14,11,19,1.0135,-0.0053,0.0217,0.0089,-0.108,1.001,10.353
25220,barefoot,17,8,21,17,11,10,20,16,0.9978,-0.0036,-0.0408,-0.0179,0.597,-0.677,10.585
25240,barefoot,13,17,16,20,4,18,11,22,1.0018,0.007,0.0069,0.0066,1.117,0.489,9.293
25260,barefoot,17,7,23,11,11,16,17,14,1.0035,-0.0136,-0.0049,0.0042,2.326,0.225,12.316
25280,barefoot,13,20,6,16,9,13,24,12,0.9937,-0.0141,-0.0277,-0.0158,-0.909,-0.108,10.429
25300,barefoot,21,8,15,15,13,15,11,17,1.0033,0.0258,-0.0006,-0.0114,0.389,0.255,8.895
25320,barefoot,3134,2306,51,20,10,19,12,12,0.9759,-0.0099,-0.0051,0.0499,-1.716,-0.402,8.35
25340,barefoot,3274,2643,88,10,22,20,3,8,1.0016,-0.0069,0.0042,-0.0034,0.975,-1.021,10.859
25360,barefoot,3476,3027,147,15,9,9,24,16,1.0019,-0.0126,0.0031,0.0168,-0.419,1.416,8.798
25380,barefoot,3564,3031,257,10,15,11,11,7,1.0098,0.0121,-0.0015,0.0075,-2.734,1.011,10.98
25400,barefoot,3480,3091,393,21,16,12,12,8,1.0003,0.0122,-0.0245,-0.0236,1.035,-0.07,8.207
25420,barefoot,3405,3081,634,13,12,8,14,14,1.0256,-0.0042,0.0422,-0.0111,1.197,1.297,9.308
25440,barefoot,3238,2964,909,21,13,9,13,6,1.0132,-0.0217,-0.0069,-0.0066,2.335,0.817,11.161
25460,barefoot,2925,2719,1208,12,11,14,7,11,1.0166,-0.0028,-0.0203,-0.0096,0.402,-0.607,9.43
25480,barefoot,2481,2360,1525,16,19,12,22,16,1.008,0.0368,0.0011,0.0001,-1.993,0.496,10.418
25500,barefoot,1760,2006,1780,39,53,19,15,7,1.0121,-0.012,-0.0075,0.0659,-1.72,0.041,9.742
25520,barefoot,1123,1523,1916,79,106,24,13,12,1.0047,-0.0075,-0.0174,-0.0287,1.61,-0.378,10.82
25540,barefoot,547,971,2036,160,220,49,18,11,1.0286,0.0192,-0.0153,-0.0267,0.126,-0.204,9.887
25560,barefoot,217,537,2064,319,409,85,16,10,0.9808,0.016,-0.0161,0.0317,-1.39,0.256,9.796
25580,barefoot,94,271,2051,570,694,164,10,13,1.0161,-0.0072,0.0004,-0.0141,-0.266,0.53,10.782
25600,barefoot,35,122,1947,994,1036,293,17,9,1.0035,-0.0116,0.0005,0.008,-0.601,0.267,9.579
25620,barefoot,19,58,1716,1418,1444,560,13,12,1.0022,0.0254,0.0072,-0.0538,1.525,-0.113,10.211
25640,barefoot,8,20,1522,1860,1985,894,33,13,0.9868,0.0036,-0.0388,0.0131,1.057,-0.985,12.146
25660,barefoot,18,20,1138,2202,2034,1165,47,12,0.9946,-0.0075,-0.0354,0.0069,-1.262,-0.471,9.73
25680,barefoot,17,16,897,2475,2289,1403,93,18,0.996,0.0033,0.0107,0.019,0.476,0.498,10.916
25700,barefoot,13,21,697,2728,2460,1627,217,58,1.0169,-0.0202,0.0243,0.0003,1.334,-0.084,9.336
25720,barefoot,17,21,401,2598,2447,1752,461,125,1.0107,-0.0204,0.0051,0.0138,-0.615,-0.191,9.073
25740,barefoot,19,7,268,2632,2291,1825,753,215,1.0076,0.0286,0.021,0.0474,-0.137,-0.328,9.659
25760,barefoot,18,12,135,2531,2118,1714,1213,408,0.9997,-0.0013,-0.0156,-0.024,-1.244,0.058,10.737
25780,barefoot,14,11,83,2229,1802,1519,1645,703,1.008,-0.0216,-0.0234,-0.0026,0.778,-0.855,10.892
25800,barefoot,4,15,48,1983,1501,1337,2000,1058,1.0105,0.0232,0.0264,-0.0102,-1.785,-0.352,10.357
25820,barefoot,4,13,28,1529,1029,1059,2060,1274,1.0021,0.0027,0.0102,0.0143,-0.39,-1.167,9.474
25840,barefoot,14,18,14,1130,702,742,2273,1428,0.9971,0.0186,0.0006,0.0032,-0.072,1.422,10.33
25860,barefoot,9,4,31,699,374,468,2292,1605,0.9992,-0.0049,-0.0272,0.0025,-0.399,0.291,9.774
25880,barefoot,16,17,21,388,182,244,1955,1582,0.9997,0.0133,0.021,-0.0159,0.626,-0.503,11.501
25900,barefoot,8,16,17,196,88,140,1738,1502,1.0275,0.0119,-0.0217,0.0064,0.153,0.086,10.451
25920,barefoot,14,16,11,83,44,66,1514,1337,0.9915,-0.0196,-0.0174,-0.0017,0.782,0.627,10.031
25940,barefoot,20,20,6,45,23,33,1038,1101,1.0162,0.0077,-0.0211,0.0167,1.344,1.686,9.832
25960,barefoot,14,8,11,27,24,18,642,809,0.9937,0.0205,-0.0485,-0.0439,1.367,0.777,9.445
25980,barefoot,5,8,10,10,12,25,339,507,1.0042,-0.0136,-0.0157,0.005,3.129,-0.898,9.895
26000,barefoot,9,12,10,7,18,18,16,10,1.0029,-0.0116,0.0153,0.0051,-0.598,0.384,11.549
26020,barefoot,18,17,17,12,12,15,24,9,0.9885,-0.026,0.0167,0.0051,1.52,0.937,8.6
26040,barefoot,13,18,13,12,11,19,15,17,0.994,-0.0013,-0.044,0.0212,-0.865,0.209,10.286
26060,barefoot,4,10,15,14,13,0,8,21,1.004,-0.0047,0.0174,0.0077,-0.718,-1.25,10.376
26080,barefoot,16,14,14,16,13,10,17,14,1.0042,-0.0036,0.0109,-0.0099,-0.76,-1.046,8.701
26100,barefoot,9,13,14,19,15,13,10,20,0.9909,-0.013,-0.0061,0.0058,0.712,1.862,10.578
26120,barefoot,20,7,16,12,17,15,8,8,0.9999,0.0475,-0.0087,-0.0245,-0.707,0.344,10.473
26140,barefoot,18,21,14,13,17,15,12,19,1.0,0.0099,-0.0053,0.0072,-0.526,-0.764,8.456
26160,barefoot,20,18,13,12,8,11,16,13,1.002,-0.0199,-0.0366,0.0474,-0.25,-0.951,10.774
26180,barefoot,14,19,9,27,13,13,17,21,1.0032,0.016,0.0176,-0.0051,-0.1,-1.424,9.567
26200,barefoot,13,8,11,24,15,19,5,9,1.0109,-0.0297,0.0167,0.003,2.442,-0.453,9.372
26220,barefoot,8,13,6,11,11,16,16,9,0.979,0.0167,0.0193,0.0384,0.006,-0.588,9.031
26240,barefoot,8,12,13,12,17,25,12,17,0.997,0.0281,-0.021,-0.0029,-0.382,-0.671,9.877
26260,barefoot,16,17,7,15,8,13,19,21,1.0022,-0.044,0.0226,0.0336,0.081,1.331,10.903
26280,barefoot,13,6,13,17,12,6,6,10,0.9941,0.0122,-0.0019,0.005,-0.928,1.506,9.239
26300,barefoot,14,17,15,9,9,12,13,16,1.0043,-0.017,0.0012,-0.0185,-1.013,-0.31,11.081
26320,barefoot,16,14,15,17,17,3,18,21,0.9919,-0.0057,-0.01,0.0116,0.11,-1.803,11.764
26340,barefoot,4,20,17,14,11,7,14,21,0.9762,0.0167,-0.0175,-0.0246,0.733,-1.21,10.899
26360,barefoot,12,11,13,23,12,9,18,19,1.0011,-0.0222,-0.0048,-0.0055,-0.504,0.354,9.09
26380,barefoot,19,15,18,19,16,18,7,11,1.0155,0.0428,-0.0091,-0.0056,-0.64,1.107,10.264
26400,barefoot,20,11,9,7,17,6,18,12,0.9942,-0.0136,-0.015,0.0298,1.158,-0.954,9.399
26420,barefoot,3142,2321,38,10,14,19,19,16,1.0066,0.0285,0.0051,-0.0095,-1.967,-0.357,8.51
26440,barefoot,3371,2659,77,16,15,14,12,14,0.9955,0.0261,0.0266,-0.0274,-1.532,-0.106,10.048
26460,barefoot,3453,2899,151,9,9,11,13,16,1.0124,0.0092,-0.0197,-0.0253,0.018,0.797,7.966
26480,barefoot,3512,3072,280,7,11,14,14,15,0.9901,0.0016,-0.0019,0.0253,2.431,0.253,9.856
26500,barefoot,3472,3096,440,15,9,14,10,16,0.9922,0.0081,-0.0068,0.0025,-0.463,-0.149,8.774
26520,barefoot,3368,3094,683,8,18,20,13,17,0.9985,0.01,0.0089,-0.0006,1.891,-0.883,8.367
26540,barefoot,3186,2937,861,14,14,18,9,8,1.0052,0.0139,-0.0117,0.0185,-0.131,0.64,9.459
26560,barefoot,2863,2681,1126,16,20,12,13,15,1.0039,-0.0423,-0.0012,0.0025,-2.56,0.252,9.206
26580,barefoot,2471,2495,1444,27,15,10,20,11,1.0161,0.0051,0.024,-0.0133,1.919,-0.889,10.935
26600,barefoot,1815,2034,1759,38,42,17,15,9,0.9983,0.0052,0.0143,-0.013,1.018,-1.371,10.9
26620,barefoot,1089,1447,1839,85,98,34,12,16,0.9808,0.043,-0.0031,0.0044,-0.731,1.702,11.753
26640,barefoot,537,987,2058,153,196,44,15,19,1.0049,-0.0018,0.0244,-0.0202,-0.538,-1.534,10.007
26660,barefoot,227,567,2117,316,369,85,9,16,0.9936,0.0103,0.0065,0.014,1.596,0.286,9.496
26680,barefoot,87,272,2072,624,726,181,12,13,0.9987,-0.0356,0.0444,0.0105,0.082,-0.623,9.835
26700,barefoot,38,107,1950,975,1031,332,7,10,1.0043,-0.0202,0.0041,-0.0363,1.305,-0.62,10.816
26720,barefoot,25,57,1621,1451,1394,553,13,5,0.9959,-0.0131,-0.0123,0.0143,0.999,-0.104,9.78
26740,barefoot,8,23,1467,1900,1884,807,30,11,1.0125,0.0029,0.0118,0.0119,-0.301,1.283,10.979
26760,barefoot,13,27,1242,2203,2151,1211,58,18,1.0092,-0.0297,-0.0198,-0.016,-0.296,0.341,9.545
26780,barefoot,12,19,868,2393,2231,1415,102,24,1.0046,0.0139,0.0121,-0.0208,1.059,-0.401,9.345
26800,barefoot,23,20,670,2671,2479,1649,211,59,1.0078,-0.0024,0.0063,-0.0202,2.613,1.211,11.019
26820,barefoot,17,14,369,2723,2465,1844,503,120,0.9944,-0.0414,-0.0363,-0.0034,0.31,-1.001,10.506
26840,barefoot,18,16,263,2660,2322,1836,800,217,1.0037,0.0253,-0.0246,0.0131,-1.613,0.748,10.383
26860,barefoot,15,5,155,2471,2087,1801,1245,413,1.0049,0.0088,-0.0042,-0.0097,0.373,0.874,9.774
26880,barefoot,13,14,77,2288,1787,1636,1541,692,1.0059,0.0249,0.005,-0.0071,-1.536,-0.033,9.583
26900,barefoot,16,8,39,1905,1487,1383,1956,959,1.0032,-0.0209,-0.0059,-0.013,0.028,0.156,10.022
26920,barefoot,5,18,25,1689,1061,1055,2057,1223,1.0055,-0.0064,0.0115,-0.0096,0.478,0.557,8.933
26940,barefoot,20,13,17,1154,707,776,2210,1462,1.0097,0.0276,-0.0168,-0.0035,-0.484,1.471,9.571
26960,barefoot,6,3,15,715,360,479,2201,1598,0.9961,-0.0116,0.0025,-0.0178,-0.651,0.892,8.942
26980,barefoot,11,1,25,375,188,245,2061,1709,1.0055,-0.046,-0.0124,-0.0087,-0.642,-0.419,10.115
27000,barefoot,19,8,22,184,90,132,1780,1477,1.0163,0.005,-0.0048,-0.0007,0.55,-0.28,8.887
27020,barefoot,9,16,14,98,37,77,1499,1346,0.9781,-0.0088,-0.04,-0.0485,0.729,-0.555,8.322
27040,barefoot,16,16,17,55,23,38,1031,1029,1.0002,-0.0241,-0.0347,-0.04,-0.053,-1.017,9.37
27060,barefoot,16,6,11,30,16,18,650,801,1.0187,-0.0079,-0.023,-0.0117,-0.414,-0.505,8.958
27080,barefoot,9,10,8,11,16,14,373,495,0.9955,0.0249,-0.0228,0.0172,-1.931,-0.784,9.256
27100,barefoot,19,20,8,15,12,21,22,12,0.9844,-0.0055,0.0024,0.0416,-2.488,-0.829,8.57
27120,barefoot,5,15,12,8,17,16,12,18,1.0039,0.0316,-0.0147,-0.0005,-0.343,0.425,12.194
27140,barefoot,14,16,0,13,12,18,16,8,1.0033,0.0037,-0.0214,0.0147,0.927,0.243,9.735
27160,barefoot,10,16,7,16,25,14,21,13,0.9977,0.0146,0.0087,0.0107,-2.164,0.259,11.366
27180,barefoot,13,19,24,14,8,19,16,9,0.9984,-0.008,0.0094,0.0134,0.25,0.433,10.232
27200,barefoot,15,19,7,16,12,21,7,12,1.0076,-0.0092,-0.0002,0.0169,0.3,0.508,9.735
27220,barefoot,12,27,13,17,7,15,8,19,0.9898,-0.0351,0.0098,-0.0076,0.934,0.104,8.751
27240,barefoot,26,10,12,9,12,21,19,10,1.0061,0.0078,0.0006,0.0082,1.13,0.469,10.656
27260,barefoot,20,13,8,10,7,11,4,23,0.9892,0.0101,-0.0057,0.0073,0.055,-1.201,10.213
27280,barefoot,24,15,14,14,11,14,28,5,1.0045,-0.0025,-0.0054,-0.0041,1.962,0.016,9.979
27300,barefoot,19,11,15,15,16,10,8,22,1.0122,0.0156,0.001,0.0056,0.254,-0.193,9.85
27320,barefoot,14,16,16,8,16,14,21,22,1.0084,0.009,-0.0189,-0.0305,-1.548,0.786,8.917
27340,barefoot,13,11,13,3,11,16,3,12,1.0062,0.0097,-0.0006,-0.0092,-0.298,-0.019,8.829
27360,barefoot,18,24,10,12,10,10,25,16,1.0153,-0.0032,-0.0253,0.0285,0.084,-0.897,9.926
27380,barefoot,7,16,10,12,21,22,21,17,1.0008,-0.006,-0.0141,0.031,1.239,1.021,10.29
27400,barefoot,9,13,11,17,8,22,13,20,1.0273,-0.0202,0.0018,-0.0104,0.241,-0.324,11.372
27420,barefoot,7,17,22,15,22,26,23,12,1.0137,-0.0214,0.013,0.0083,0.322,0.553,8.026
27440,barefoot,18,7,1,9,13,7,10,17,0.9901,-0.0128,-0.0487,0.0191,-1.369,0.556,10.236
27460,barefoot,9,17,16,17,16,13,15,16,0.9942,0.0218,0.0137,0.0036,-0.382,0.535,9.748
27480,barefoot,16,18,9,24,10,15,20,10,1.0036,0.0281,0.0079,-0.0348,0.649,0.709,9.077
27500,barefoot,14,13,23,18,16,18,5,11,1.0121,0.0162,-0.0052,0.0217,-2.111,-0.652,9.566
27520,barefoot,3095,2377,52,18,15,9,18,15,1.0224,-0.0483,0.0142,-0.0081,0.852,-1.03,10.415
27540,barefoot,3375,2742,83,18,14,16,15,10,0.9849,-0.0136,-0.0111,-0.0005,0.754,-0.153,9.452
27560,barefoot,3468,2927,158,11,9,23,17,15,0.9949,-0.0221,0.0066,-0.0236,-0.657,-1.517,9.663
27580,barefoot,3501,3098,260,15,20,15,17,17,0.9998,-0.0153,0.0302,-0.0177,0.579,0.879,9.518
27600,barefoot,3476,3056,446,17,15,17,11,19,1.0033,0.0162,-0.0181,0.0142,1.04,0.232,9.697
27620,barefoot,3365,3070,677,18,16,18,3,19,0.9927,0.0034,0.0007,-0.0309,0.981,-0.225,12.261
27640,barefoot,3179,2896,944,23,23,20,13,18,0.9888,-0.0142,0.0205,-0.0253,1.272,-0.771,11.93
27660,barefoot,2866,2752,1156,20,14,16,12,28,0.999,-0.0018,0.0055,-0.0105,-0.821,-1.303,10.883
27680,barefoot,2441,2407,1490,19,27,8,16,19,1.0065,-0.0243,-0.0171,-0.0009,-0.494,1.164,8.251
27700,barefoot,1792,2020,1699,34,54,17,0,16,1.0136,0.0134,-0.0221,0.016,-1.216,0.444,11.547
27720,barefoot,1102,1552,1874,69,104,28,13,18,0.9973,0.0018,-0.001,0.0157,-2.257,-0.735,9.546
27740,barefoot,546,972,1989,176,204,42,11,14,0.9787,0.0247,0.003,0.0114,0.849,-0.698,10.118
27760,barefoot,224,577,2026,312,414,87,15,17,1.0043,-0.0046,-0.0147,-0.0182,0.393,1.061,9.361
27780,barefoot,88,278,1985,604,693,175,15,21,1.0091,-0.0043,0.0254,-0.0161,-1.601,0.223,10.276
27800,barefoot,37,114,1861,980,1000,315,14,16,1.0075,0.0125,0.0312,-0.0105,0.829,-0.224,8.843
27820,barefoot,18,44,1732,1479,1529,544,15,22,1.0125,-0.004,0.0205,0.0007,0.607,0.3,10.831
27840,barefoot,17,36,1518,1859,1759,819,23,0,1.0188,-0.0182,-0.0114,0.0112,-0.439,0.058,10.346
27860,barefoot,12,29,1106,2225,2045,1066,48,22,0.9928,0.0017,0.0148,-0.0113,-4.248,-0.955,9.354
27880,barefoot,4,18,963,2446,2382,1463,100,28,0.9864,-0.0472,-0.0229,0.0075,-0.241,1.273,9.707
27900,barefoot,9,19,622,2652,2375,1625,228,57,0.992,-0.0049,-0.0275,-0.0188,-0.497,0.802,8.991
27920,barefoot,8,9,404,2661,2442,1716,443,114,1.0136,-0.0379,-0.0209,0.0198,1.069,0.127,9.824
27940,barefoot,27,7,248,2672,2275,1807,853,229,0.9943,-0.0037,0.0232,0.0218,-0.114,-1.485,9.665
27960,barefoot,19,12,125,2448,2055,1725,1190,402,0.9951,0.0242,-0.0109,-0.0206,-0.762,0.558,9.355
